Username,Stars,Review Text,Review Date,Review Usefulness,Sentiment Label,Sentiment Score
Jeanita ,1.0 out of 5 stars,I gifted this to my niece in another household. It wouldn't let it be set it up under a separate account because it needed adult permission for some reason. Contacted customer service and there's no way around it.,"Reviewed in the United States on January 19, 2020",One person found this helpful,NEGATIVE,0.9986088871955872
Mschvus,1.0 out of 5 stars,First off I should say that the light was so super cute and the colors were bright and vibrant however I was under the impression that it would have speakers and play music.... it doesn’t it’s just a light that’s it.,"Reviewed in the United States on October 11, 2020",No Data,POSITIVE,0.9766309261322021
Amazon Customer,2.0 out of 5 stars,"Unfortunately, unless Amazon fixes this thing, it's just a light that you can turn on and off with Alexa.  I've tried for three days to set an alarm for my son using the exact language stated on the instruction sheet, and every day the Echo Dot goes off in the other room and the light does nothing.  I can only get a response from the Glow when I ask Alexa to do something that very moment.  Very disappointed as the whole reason we purchased this was to use it as an alarm clock.  Instead we have to be the alarm clock asking Alexa to turn on the light every morning at the right time.  I'm keeping my fingers crossed that this gets fixed.  Otherwise, buyer beware.","Reviewed in the United States on December 3, 2019",No Data,NEGATIVE,0.9997424483299255
Frank H Schmitz,5.0 out of 5 stars,"Brightness is set able, love the campfire light setting.","Reviewed in the United States on January 23, 2021",One person found this helpful,POSITIVE,0.9998693466186523
amy,1.0 out of 5 stars,"I didn't even set this up because Amazon tries to force you to agree to a privacy agreement for any children's accounts that have been set up. I think this is an information-grab that I am very uncomfortable with.My kids already use the echo in the house with no issues so why should I have to agree to sharing their information from their Fire accounts when the Echo glow is controlled through the Echo?If I could just plug it in and use it without having to give up more information, I would. Right now it's just sitting in the box unplugged.","Reviewed in the United States on September 25, 2020",No Data,NEGATIVE,0.9978430271148682
Prussell1987,5.0 out of 5 stars,I love how easy it connects to the kids echo dot. We use it as a night light for the kids the most and it has a nice soft glow for that purpose but I wouldn't say it's bright enough to light up a room.,"Reviewed in the United States on January 4, 2021",No Data,NEGATIVE,0.9078511595726013
Beth B.,5.0 out of 5 stars,"This is the coolest night light for any room!  Many colors to choose from, you can even choose brightness level. Easily operates from Alexa plus you can change it from the app on your phone.","Reviewed in the United States on May 15, 2021",No Data,POSITIVE,0.9983262419700623
Kristy,5.0 out of 5 stars,Super nice and fun! I work it from my phone and we use it as a nightlight. My chid is seven and always wakes me up super early ready to start her day. I’ve set it to glow green at 6:30 when she’s allowed to get up and come wake me up if by chance I’m still sleeping.,"Reviewed in the United States on August 4, 2020",No Data,POSITIVE,0.9990993738174438
S.K.,5.0 out of 5 stars,Our 5 year old loves it! From the whole tapping to change the color to the part where she now also has a disco light lol! Best investment so far in 2021! Not this is just a light and nothing else. It makes for a great night light,"Reviewed in the United States on January 23, 2021",No Data,POSITIVE,0.9991318583488464
Natalia,1.0 out of 5 stars,I was so excited to be able to play music for my kids with this device only to discover that this is merely a light. There is no speaker and it does not respond to voice commands. Pretty disappointed. If I had realized what this was I just would have ordered bulbs instead.,"Reviewed in the United States on November 10, 2020",No Data,NEGATIVE,0.9997145533561707
Rachel Everheart,5.0 out of 5 stars,"My son LOVES this Globe!It does interact/change with touch, and has a power button. So it works in general as a light without being hooked up to Alexa. So great for the itty-bitties or those that dont have the Alexa in room.There are more lamp functions/modes in the app that you can use that way. Integrated with Alexa, you can ask for them specifically. So it can grow with your child. Perfect on a bedside table or nightlight.","Reviewed in the United States on October 11, 2020",No Data,POSITIVE,0.9954699277877808
Lisa A Terrill,5.0 out of 5 stars,My 10 and 12 years Old are in LOVE with Alexa and the Echo Glow! They are having so much fun with it!! They even use it as the alarm clock so Mom can sleep in a bit longer and they are learning responsibility!,"Reviewed in the United States on October 22, 2020",No Data,POSITIVE,0.9993836879730225
Vanessa Saint Pierre,3.0 out of 5 stars,"This is just a small light. It is not an alexa device.  Since I already have an echo dot for the kids, I just put it in there as a light even though I already have a smart light in there. If you thinking about buying this, I recommend you just buy a smart light for cheaper. It is also really difficult to control with alexa.","Reviewed in the United States on January 7, 2021",No Data,NEGATIVE,0.9966940879821777
T. J. Phillips,1.0 out of 5 stars,This echo glow sucks. I cannot get past the setup screen. It pairs just fine but the setup screen freezes and I have to restart the app every time. Shame on Amazon for the inferior product and supporting app.,"Reviewed in the United States on January 13, 2020",One person found this helpful,NEGATIVE,0.9991724491119385
JP,4.0 out of 5 stars,"It's more or less an expensive stand-alone smart bulb. I would not pay full-price for this, and only get it on special, and at that $10 price, it's not a bad deal for a small smart night light.","Reviewed in the United States on December 29, 2020",No Data,POSITIVE,0.9807769656181335
